0;0;0;0;x;x;
1;156;80;193;b_qatanqor;x;
2;128;30;177;b_khiaban;x;
3;164;34;229;b_ayazabad;x;
4;141;32;196;b_shaniq;x;
5;155;50;207;b_darreh_shahr;x;
6;98;31;131;b_marbachcheh;x;
7;39;238;80;b_maste_bala;x;
8;46;129;64;b_qahveh_khanehye_qerekhlar;x;
9;42;201;75;b_qarajeh_arbat;x;
10;29;153;55;b_bijvar;x;
11;65;205;95;b_jombed;x;
12;49;182;77;b_qariyeh_qeshlaqe_homaylu;x;
13;250;155;44;b_nowkale_gazi;x;
14;92;46;225;b_haft_dashte_bala;x;
15;61;16;191;b_firdausi;x;
16;111;68;237;b_bin;x;
17;76;41;177;b_jonubi;x;
18;255;80;183;b_lowlakan;x;
19;237;1;140;b_sheykh_khvajeh;x;
20;234;43;156;b_chay_sadr;x;
21;194;52;136;b_gorgi_dar;x;
22;206;66;149;b_abjekan;x;
23;237;144;35;b_kermalak;x;
24;226;169;103;b_omidabade_hirgan;x;
25;246;151;39;b_jarmosht;x;
26;221;164;98;b_tole_gavmishi;x;
27;216;140;51;b_siahkulian;x;
28;188;134;72;b_muzaffari;x;
29;198;22;28;b_naserabad;x;
30;218;88;165;b_nowli_bolagh;x;
31;250;94;100;b_sarabe_sar_firuzabad;x;
32;177;58;62;b_pellehkane_bala;x;
33;219;32;39;b_basteh_deym;x;
34;255;54;61;b_mansurabad;x;
35;36;33;32;b_reyhan;x;
36;140;20;209;b_bu_ol_hasan;x;
37;16;0;93;b_borzelane_sofla;x;
38;35;20;107;b_gholam_rostam;x;
39;171;95;215;b_seliran;x;
40;176;70;236;b_khasraj_khalaf;x;
41;126;32;180;b_karimabade_pain;x;
42;108;6;166;b_seyyed_jabal_od_din;x;
43;20;136;69;b_darabak;x;
44;35;184;99;b_zagheh;x;
45;53;220;124;b_kasereh;x;
46;77;238;145;b_zurandul;x;
47;25;20;19;b_khiarshure_olya;x;
48;31;25;23;b_kani_chay;x;
49;31;27;26;b_naidar;x;
50;64;102;24;b_pahvandehye_khoda_rahim;x;
51;20;198;96;b_dehe_shahverdiye_olya;x;
52;9;147;68;b_parch;x;
53;166;110;219;b_sulujeh;x;
54;14;183;175;b_kord_khord;x;
55;66;243;235;b_seryal;x;
56;60;213;206;b_baltagh;x;
57;20;209;201;b_qum_qaleh;x;
58;28;187;180;b_shahr_jerd;x;
59;108;108;76;b_bai_kola;x;
60;133;133;30;b_vanak;x;
61;197;196;73;b_shur_daraqe_pain;x;
62;115;114;38;b_firuzabad;x;
63;212;119;7;b_kalbia_haj_gholam_hoseyn;x;
64;223;147;56;b_nacheq;x;
65;229;132;16;b_eslamabade_jonubi;x;
66;245;143;21;b_shahrow;x;
67;240;168;83;b_dastake_sofla;x;
68;248;148;29;b_masjed_pish;x;
69;214;93;30;b_mir_heydar;x;
70;196;146;121;b_seyyed_naser;x;
71;161;94;58;b_galuyok;x;
72;52;54;147;b_halah;x;
73;24;99;79;b_domanalu;x;
74;103;10;65;b_tasiyeh;x;
75;218;86;164;b_shif_nowkale_nakhli;x;
76;155;46;110;b_abu_geraniyehye_yek;x;
77;30;34;214;b_tatehye_rashid;x;
78;56;61;96;b_ratuke_bala;x;
79;67;177;148;b_sari_tappeh;x;
80;237;0;140;b_seyyed_musa;x;
81;219;29;142;b_kabud_kalayeh;x;
82;243;61;169;b_bumehen;x;
83;33;86;151;b_chelvan;x;
84;67;125;193;b_misuleh;x;
85;206;27;133;b_nazarabad;x;
86;253;42;167;b_temenuiyeh;x;
87;193;0;114;b_kalatehye_bozorg;x;
88;40;82;130;b_dowlatabad;x;
89;172;212;115;b_sartang_dehgah;x;
90;164;231;66;b_jutu;x;
91;140;193;64;b_ushadik;x;
92;219;114;114;b_ban_meydane_olya;x;
93;212;83;83;b_chagholuye_sheyda;x;
94;182;49;49;b_valkhamehye_pain;x;
95;171;219;100;b_takhtgahe_daniali;x;
96;143;194;70;b_kafalmyulk;x;
97;143;229;16;b_gatvand;x;
98;35;209;11;b_lalu;x;
99;22;189;0;b_ismichamr;x;
100;163;212;156;b_gholamhoseyne_barani;x;
101;239;203;219;b_khvorush_sara;x;
102;194;157;173;b_qoli;x;
103;198;113;151;b_shavil;x;
104;174;142;156;b_parpar;x;
105;210;132;166;b_omm_ol_ejaj;x;
106;233;139;180;b_kuraki;x;
107;62;212;42;b_hosein_abad_jabalbarez;x;
108;23;189;0;b_asheh;x;
109;76;255;53;b_bir;x;
110;75;236;53;b_bagh_malek;x;
111;197;58;27;b_bazicheh;x;
112;180;33;0;b_belkobad;x;
113;188;34;0;b_vinisibon;x;
114;212;103;79;b_ravol;x;
115;202;66;36;b_garmandar;x;
116;151;57;36;b_ganjeh_nav;x;
117;235;51;10;b_sarabe_karazan;x;
118;85;88;119;b_qasemabad;x;
119;35;23;170;b_kalatehye_asad_khan;x;
120;68;53;231;b_khain;x;
121;45;27;255;b_qelich_abdale_davaji;x;
122;193;135;255;b_chogha_pahneh;x;
123;26;12;186;b_khorramabad;x;
124;161;134;190;b_jahangir;x;
125;80;70;188;b_khandan_qoli;x;
126;169;102;242;b_jolgehye_khalaje_bala;x;
127;118;23;221;b_marvan_kandi;x;
128;156;110;207;b_gowjeh_qaleh;x;
129;58;56;55;b_darbe_asiab;x;
130;32;25;25;b_tondok;x;
131;159;249;68;b_khalekdari;x;
132;32;86;151;b_chupanlar_sardarlu;x;
133;117;186;48;b_chah_kande_sheykh;x;
134;108;163;53;b_sagvand;x;
135;96;155;223;b_takhteh_goruh;x;
136;248;239;55;b_tafeyat;x;
137;238;228;19;b_kerane_pain;x;
138;207;199;31;b_gurak_sadat;x;
139;48;23;166;b_isli_bulaq;x;
140;15;4;69;b_maen;x;
141;50;38;107;b_halujan;x;
142;131;222;40;b_qishlaq;x;
143;142;192;91;b_nazgan;x;
144;41;170;85;b_tange_si;x;
145;209;199;11;b_deh_shur;x;
146;178;71;75;b_kisheh_khaleh;x;
147;117;61;63;b_surkh_dazj;x;
148;199;191;34;b_churchuriye_sofla;x;
149;61;142;89;b_nanize_pain;x;
150;159;153;29;b_bazar_deh;x;
151;43;145;78;b_same_nurabad;x;
152;150;58;62;b_qeshlaqe_khalifehlu;x;
153;103;45;145;b_bidva;x;
154;134;43;47;b_leyl;x;
155;78;31;111;b_barmabad;x;
156;148;85;87;b_chahar_cheshmehye_sharifabad;x;
157;162;61;237;b_kaslan_fih;x;
158;191;211;31;b_shurabe_olya;x;
159;23;90;46;b_jahadabad;x;
160;0;94;32;b_gow;x;
161;153;43;45;b_sarabe_taveh;x;
162;182;57;61;b_dehanehitag;x;
163;173;38;42;b_tareh_tizak;x;
164;96;103;173;b_kas;x;
165;91;14;14;b_cheshmeh_kabude_chenar;x;
166;198;79;54;b_hajiabad;x;
167;10;177;22;b_jadir;x;
168;40;189;51;b_papi_khaldare_olya;x;
169;134;139;184;b_ghareh_aghaj;x;
170;24;220;38;b_dontaba;x;
171;48;235;61;b_qarah_bagh;x;
172;9;229;25;b_qalehye_zaboli;x;
173;0;255;18;b_chaqu;x;
174;183;53;24;b_samjan;x;
175;214;69;38;b_juzjun;x;
176;143;40;42;b_malmulaye_pain;x;
177;243;15;22;b_jolgehye_chahe_hashem;x;
178;180;82;84;b_varedeh_saraye_pain;x;
179;190;4;8;b_malihan;x;
180;255;79;83;b_namch;x;
181;158;11;16;b_dadkan;x;
182;218;45;49;b_lirkak;x;
183;222;55;60;b_ghaleh_khalil;x;
184;12;100;92;b_chuqrub;x;
185;0;116;107;b_siah_makane_olya;x;
186;12;156;145;b_now_dehe_pain;x;
187;24;91;86;b_doveybeh;x;
188;55;176;165;b_shamsabad;x;
189;57;114;108;b_serv;x;
190;83;88;132;b_beg_kandi;x;
191;82;83;100;b_jalilvand;x;
192;87;26;83;b_tappehye_mowla;x;
193;141;49;135;b_mamuye_sofla;x;
194;161;60;155;b_qanate_khodadad;x;
195;58;66;136;b_chega_janga;x;
196;42;45;189;b_fang;x;
197;33;35;157;b_zafaran;x;
198;54;57;215;b_yusefabad;x;
199;46;49;146;b_pasha_beyg;x;
200;25;29;180;b_akbarabade_golchehreh;x;
201;34;86;151;b_kadamga;x;
202;98;155;223;b_parchehye_pain;x;
203;56;60;98;b_afzalabad;x;
204;254;254;54;b_pakdasht;x;
205;96;57;18;b_lahu;x;
206;48;6;46;b_bezar_pain;x;
207;52;17;50;b_kalatehye_ali_siah;x;
208;86;42;83;b_sardorud_khaneh;x;
209;64;4;62;b_khakestar_ab;x;
210;226;153;66;b_qarah_buteh;x;
211;243;108;79;b_cheraghabad;x;
212;224;133;25;b_mehrabade_abrqu;x;
213;103;106;133;b_golam_kabude_sofla;x;
214;218;218;16;b_chubin_dar;x;
215;224;224;12;b_sigash;x;
216;234;234;42;b_yusofabad;x;
217;207;207;19;b_kohneh_ab;x;
218;164;164;37;b_bab_abdan;x;
219;144;94;53;b_badruzan;x;
220;189;102;32;b_maimand;x;
221;85;46;10;b_shastan;x;
222;105;56;16;b_bi_bi_shirvan;x;
223;76;49;26;b_deh_bozorge_bala;x;
224;27;243;120;b_palkane_alain;x;
225;26;180;92;b_khasne_aliabad;x;
226;2;200;87;b_durub;x;
227;33;192;96;b_eslamabad;x;
228;24;73;44;b_seyyedabad;x;
229;51;238;131;b_khanaqah_sorkh;x;
230;5;88;38;b_nafar_kheyl;x;
231;134;58;191;b_nowbonyad;x;
232;118;45;172;b_gerizeh;x;
233;96;20;153;b_gujak;x;
234;120;17;197;b_zazerme_pain;x;
235;43;39;39;b_pansareh;x;
236;51;38;38;b_shur_bulaq;x;
237;25;18;18;b_lagharan;x;
238;55;48;48;b_dust_ali;x;
239;69;55;55;b_shahabade_khavar;x;
240;39;28;28;b_garrabad;x;
241;195;117;25;b_chegerd;x;
242;225;100;40;b_husainabad;x;
243;243;93;21;b_baghe_yaqub;x;
244;255;173;134;b_keshavar;x;
245;224;112;58;b_salasiye_kohneh;x;
246;145;76;43;b_meyangaran_sofla;x;
247;192;62;0;b_bahmani;x;
248;105;16;16;b_godare_anjir;x;
249;249;40;40;b_khairabad;x;
250;174;22;22;b_katu;x;
251;202;0;0;b_guy_daraqe_tazeh_kand;x;
252;244;70;70;b_pain_kachal_deh;x;
253;255;83;0;b_susangird;x;
254;201;135;58;b_koortal;x;
255;164;167;189;b_qareh_bulagh;x;
256;36;217;237;b_ahaymer;x;
